Id,Action
1,0.9111166424142881
2,0.9622864345121367
3,0.9556386035711344
4,0.9489993697435389
5,0.9850509349615533
6,0.9577918991770327
7,0.9725440711311517
8,0.9712947178245608
9,0.9052418991365695
10,0.9409665564716904
11,0.8956854504186497
12,0.9487266733389521
13,0.9346447647832602
14,0.9161790937806623
15,0.9551972305763926
16,0.9690631786439023
17,0.9091794043877472
18,0.9136627608717734
19,0.9628203268353159
20,0.9265541398038788
21,0.9650050620567482
22,0.9622299168140223
23,0.9315938937209628
24,0.9471655021449356
25,0.9478826446620149
26,0.9348565580460105
27,0.9474845237547739
28,0.922860607873834
29,0.9563974429241502
30,0.9407619058967386
31,0.9656003687478807
32,0.9422463560154951
33,0.9552130121338307
34,0.9725440711311517
35,0.9656003687478807
36,0.9404487462809257
37,0.9645870700742044
38,0.9784301446967767
39,0.9083227021424004
40,0.9484486059718684
41,0.880117122166167
42,0.9334024591158243
43,0.9358446234616487
44,0.9703184770509418
45,0.9343632743829823
46,0.9592860294209935
47,0.9576530983664167
48,0.9156288022564593
49,0.9847791015609081
50,0.9552382385002688
51,0.973392138639463
52,0.9680941007884706
53,0.9714026086939831
54,0.9618432037304085
55,0.8995862176976682
56,0.9111166424142881
57,0.9654906729498438
58,0.9718698903978046
59,0.9628945936841332
60,0.9334024591158243
61,0.9522920069726023
62,0.944380184941602
63,0.9373266528168697
64,0.957465034495405
65,0.9682533171826362
66,0.9630627626187503
67,0.9085942808096735
68,0.9628300987599524
69,0.9265499967402095
70,0.9055485062365931
71,0.9353807505077776
72,0.9630528967259228
73,0.9478826446620149
74,0.9677148774352822
75,0.9576530983664167
76,0.9581348788541105
77,0.9544858495325758
78,0.9204638282845837
79,0.9407199797665223
80,0.9462812096918916
81,0.9529524239009168
82,0.9504455470956295
83,0.9504490970849501
84,0.9660203810083524
85,0.939630576420741
86,0.9332839557425555
87,0.9259208066257831
88,0.9567423167292749
89,0.952755914976448
90,0.9474783165930495
91,0.9422463560154951
92,0.9508654639998855
93,0.9708146392763402
94,0.8788691458259574
95,0.9528055701654778
96,0.9157270689500546
97,0.8956854504186497
98,0.9535808618049673
99,0.9630627626187503
100,0.9404672260014146
101,0.9406979415173372
102,0.9459315138912231
103,0.9189563229518888
104,0.9052418991365695
105,0.8837286981759854
106,0.9743369857570489
107,0.9626960801433468
108,0.9174147251273617
109,0.9655033173294715
110,0.9479406866972344
111,0.8956854504186497
112,0.9664364285446662
113,0.9245531443432992
114,0.94247059056298
115,0.9564549758828457
116,0.9656003687478807
117,0.9656003687478807
118,0.9467204714301657
119,0.9720853414815892
120,0.9487587459480585
121,0.9474783165930495
122,0.9370346875452621
123,0.9339792524389399
124,0.9596082305652601
125,0.9407199797665223
126,0.9312706807743119
127,0.8992089286640224
128,0.8868940621649908
129,0.9138604822672736
130,0.9457128741597054
131,0.9769774235144774
132,0.9538895309919182
133,0.9136627608717734
134,0.9138604822672736
135,0.9628300987599524
136,0.9265499967402095
137,0.9677148774352822
138,0.9370346875452621
139,0.9157270689500546
140,0.9556386035711344
141,0.9287000172034832
142,0.9374362431245021
143,0.9699375202923586
144,0.9618432037304085
145,0.9630627626187503
146,0.8481891311650056
147,0.8847145317510774
148,0.9120672321815356
149,0.9718698903978046
150,0.9572819985405212
151,0.9508654639998855
152,0.9204638282845837
153,0.9526034519450596
154,0.9174147251273617
155,0.9274240464274287
156,0.9408444740888863
157,0.939630576420741
158,0.9555253387197682
159,0.9425801640753916
160,0.9544858495325758
161,0.8992089286640224
162,0.9628300987599524
163,0.9552382385002688
164,0.9374554464627265
165,0.9628945936841332
166,0.9576530983664167
167,0.9354434964967976
168,0.9354434964967976
169,0.943141316310731
170,0.970588497243831
171,0.9508654639998855
172,0.943224849431105
173,0.9621329622050937
174,0.958993387286033
175,0.9463665912522087
176,0.9722407770104415
177,0.9156288022564593
178,0.9729100432896863
179,0.9534888868655034
180,0.8847145317510774
181,0.9034821116248832
182,0.9457128741597054
183,0.9594186790297333
184,0.9497713750154075
185,0.9630528967259228
186,0.9461945900739676
187,0.9590848971844496
188,0.9156288022564593
189,0.9370346875452621
190,0.9722407770104415
191,0.9628300987599524
192,0.9157270689500546
193,0.9722407770104415
194,0.9427180100028143
195,0.9459315138912231
196,0.9630627626187503
197,0.9593544566413149
198,0.9477350375321258
199,0.9630528967259228
200,0.8788691458259574
201,0.9351784615329368
202,0.962202196575539
203,0.91040895277318
204,0.9354434964967976
205,0.9533657962010191
206,0.9372055994336841
207,0.9692030490574568
208,0.9189563229518888
209,0.9421415838601283
210,0.9388484502178936
211,0.9739694110124986
212,0.8868940621649908
213,0.9626583053209317
214,0.9339829410248565
215,0.939808226607327
216,0.9416261213241477
217,0.9365781607254052
218,0.9559077619433488
219,0.9516377137206399
220,0.9472716213475869
221,0.938013657422629
222,0.9795306631741678
223,0.9474783165930495
224,0.9052418991365695
225,0.9725440711311517
226,0.9265499967402095
227,0.9204420259271624
228,0.9637378716149683
229,0.964202294163597
230,0.9684232344959639
231,0.9189563229518888
232,0.942771906832797
233,0.939630576420741
234,0.9443354215624582
235,0.9451681764796059
236,0.9027625068908328
237,0.9504455470956295
238,0.9677148774352822
239,0.8956854504186497
240,0.9656003687478807
241,0.9628945936841332
242,0.9111166424142881
243,0.8764911063173735
244,0.9174147251273617
245,0.9091311723501344
246,0.9833330641355945
247,0.9113892069278922
248,0.933148132570387
249,0.9711364879168759
250,0.9684907993004912
251,0.9397866507639735
252,0.9491598652030617
253,0.9431105911942542
254,0.9692213699269395
255,0.9743474393131727
256,0.9628945936841332
257,0.9553558998702301
258,0.9157270689500546
259,0.9491893769952439
260,0.9722407770104415
261,0.9630627626187503
262,0.9478826446620149
263,0.9506968669724469
264,0.9628300987599524
265,0.9623112770976252
266,0.9189563229518888
267,0.9656003687478807
268,0.9577918991770327
269,0.9711364879168759
270,0.9675375383662129
271,0.9691692399489835
272,0.9296724770245114
273,0.9688520391954324
274,0.938140939598007
275,0.9722407770104415
276,0.9334024591158243
277,0.9606238241093085
278,0.9400762774431773
279,0.9374362431245021
280,0.9174147251273617
281,0.9850509349615533
282,0.9541410008541654
283,0.9474783165930495
284,0.9265499967402095
285,0.9593544566413149
286,0.9133657078262686
287,0.967189832217949
288,0.9407199797665223
